,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2019-04-09,0.0,24,19,10,8,23,5,12,1,0,1.0,2,0.0,0.0
2019-04-10,1.0,30,24,12,25,30,11,3,1,3,3.0,3,0.0,0.0
2019-04-11,4.0,30,18,17,19,27,9,2,2,0,1.0,6,1.0,0.0
2019-04-12,1.0,34,18,11,8,25,16,10,2,1,0.0,1,1.0,0.0
2019-04-13,0.0,24,14,9,15,33,8,6,1,0,0.0,7,1.0,0.0
2019-04-14,1.0,22,5,11,16,22,6,4,4,1,1.0,1,1.0,0.0
2019-04-15,0.0,29,7,10,9,20,14,6,4,1,1.0,1,1.0,0.0
2019-04-16,3.0,25,12,14,21,14,14,4,1,0,1.0,2,2.0,0.0
2019-04-17,1.0,31,11,24,11,21,10,10,2,1,1.0,0,1.0,0.0
2019-04-18,0.0,38,11,21,15,20,11,5,2,1,0.0,2,2.0,0.0
2019-04-19,0.0,20,15,25,10,23,15,8,2,1,1.0,2,1.0,0.0
2019-04-20,0.0,16,9,19,9,25,10,7,0,4,0.0,2,1.0,0.0
2019-04-21,2.0,19,13,11,8,32,15,9,1,1,0.0,0,3.0,0.0
2019-04-22,2.0,35,17,9,14,23,13,6,1,2,1.0,0,2.0,0.0
2019-04-23,0.0,34,22,15,28,29,13,9,0,1,1.0,0,4.0,0.0
2019-04-24,0.0,23,13,11,15,23,10,6,2,0,2.0,4,0.0,0.0
2019-04-25,1.0,30,17,10,19,32,5,10,3,0,1.0,0,1.0,1.0
2019-04-26,1.0,40,20,9,22,19,5,7,3,1,2.0,2,0.0,2.0
2019-04-27,0.0,26,15,12,21,26,15,5,3,0,1.0,3,0.0,0.0
2019-04-28,1.0,25,11,15,16,21,10,4,3,1,1.0,11,1.0,2.0
2019-04-29,0.0,36,11,20,20,21,6,9,3,0,1.0,0,0.0,0.0
2019-04-30,2.0,40,12,14,13,22,12,11,4,0,1.0,5,0.0,0.0
2019-05-01,4.0,47,6,10,17,22,20,9,2,0,2.0,2,1.0,0.0
2019-05-02,2.0,24,13,16,12,23,6,10,2,0,0.0,0,3.0,0.0
2019-05-03,1.0,35,13,6,26,24,8,4,3,1,3.0,9,0.0,0.0
2019-05-04,2.0,28,6,14,23,24,9,10,2,0,3.0,2,1.0,0.0
2019-05-05,1.0,31,10,15,18,23,12,7,3,0,1.0,0,1.0,1.0
2019-05-06,1.0,36,26,14,11,24,3,10,5,2,0.0,3,3.0,1.0
2019-05-07,0.0,23,16,11,14,23,6,9,4,0,1.0,2,0.0,0.0
2019-05-08,0.0,32,19,11,9,28,12,11,3,1,0.0,2,1.0,0.0
2019-05-09,0.0,31,15,16,16,26,6,7,0,2,1.0,1,1.0,0.0
2019-05-10,2.0,27,13,15,17,32,8,16,1,0,3.0,4,1.0,0.0
2019-05-11,1.0,28,19,12,11,29,7,6,1,0,0.0,0,2.0,0.0
2019-05-12,2.0,21,10,13,9,22,4,7,1,1,0.0,1,0.0,0.0
2019-05-13,1.0,34,13,12,11,26,8,9,3,2,0.0,0,3.0,1.0
2019-05-14,0.0,28,18,15,14,15,12,9,7,0,3.0,1,2.0,1.0
2019-05-15,1.0,38,23,19,13,27,9,17,1,3,0.0,2,1.0,2.0
2019-05-16,0.0,32,14,15,18,18,15,6,3,2,1.0,2,0.0,0.0
2019-05-17,1.0,41,22,11,28,28,8,5,3,2,1.0,2,2.0,0.0
2019-05-18,1.0,29,13,16,30,37,9,13,1,1,1.0,3,1.0,0.0
2019-05-19,0.0,28,16,14,24,37,13,7,5,1,1.0,1,1.0,0.0
2019-05-20,0.0,38,18,11,17,25,13,14,0,0,1.0,2,3.0,0.0
2019-05-21,1.0,28,15,27,18,31,10,20,5,1,0.0,0,1.0,0.0
2019-05-22,0.0,44,15,12,21,24,13,23,2,0,1.0,6,1.0,0.0
2019-05-23,2.0,26,13,27,17,12,16,10,0,3,1.0,1,2.0,1.0
2019-05-24,0.0,49,22,16,15,21,16,11,0,0,0.0,1,2.0,0.0
2019-05-25,1.0,27,15,14,28,33,2,8,1,5,3.0,4,5.0,1.0
2019-05-26,0.0,25,8,8,17,27,7,5,1,0,0.0,1,0.0,2.0
2019-05-27,0.0,41,12,11,11,29,4,7,3,6,1.0,4,2.0,2.0
2019-05-28,2.0,35,16,17,21,17,18,15,2,1,1.0,6,1.0,0.0
2019-05-29,1.0,36,19,13,18,17,14,14,1,2,2.0,0,0.0,0.0
2019-05-30,0.0,35,18,14,13,23,6,10,1,0,1.0,0,2.0,0.0
2019-05-31,2.0,39,7,18,16,34,7,7,3,0,1.0,1,2.0,0.0
2019-06-01,3.0,42,31,16,22,29,15,11,0,1,1.0,5,0.0,1.0
2019-06-02,3.0,29,17,17,30,18,7,5,2,1,1.0,4,1.0,1.0
2019-06-03,1.0,32,17,16,16,29,10,21,2,0,1.0,0,0.0,0.0
2019-06-04,1.0,22,14,8,30,32,8,12,0,1,0.0,7,0.0,0.0
2019-06-05,0.0,28,14,16,15,30,10,10,1,3,0.0,2,2.0,0.0
2019-06-06,0.0,30,14,13,13,32,13,8,2,0,0.0,2,1.0,1.0
2019-06-07,0.0,26,13,14,15,40,11,7,1,2,1.0,0,2.0,0.0
2019-06-08,1.0,28,15,10,19,22,12,8,4,0,1.0,1,2.0,0.0
2019-06-09,0.0,24,15,11,12,17,6,10,1,1,2.0,2,2.0,0.0
2019-06-10,2.0,32,24,13,23,18,13,7,2,0,2.0,2,3.0,1.0
2019-06-11,1.0,39,14,16,14,26,8,5,4,0,1.0,3,1.0,0.0
2019-06-12,1.0,34,23,10,13,36,9,10,1,2,3.0,3,3.0,0.0
2019-06-13,0.0,34,19,16,13,25,10,5,2,1,3.0,0,1.0,0.0
2019-06-14,1.0,38,24,14,14,20,11,9,3,2,0.0,4,0.0,0.0
2019-06-15,1.0,29,13,18,13,18,9,8,1,0,0.0,2,4.0,1.0
2019-06-16,0.0,26,9,21,27,21,13,7,4,2,1.0,3,1.0,0.0
2019-06-17,3.0,34,13,16,36,26,17,7,1,1,1.0,8,1.0,0.0
2019-06-18,0.0,38,14,19,22,25,9,8,4,2,0.0,3,1.0,0.0
2019-06-19,1.0,31,19,17,27,28,7,4,0,0,1.0,1,4.0,0.0
2019-06-20,0.0,44,15,18,15,26,9,17,2,0,1.0,0,2.0,0.0
2019-06-21,0.0,38,17,11,22,13,12,3,4,1,0.0,1,1.0,0.0
2019-06-22,2.0,32,16,15,28,29,13,13,1,2,3.0,9,4.0,1.0
2019-06-23,1.0,24,12,12,28,23,11,4,6,1,0.0,2,2.0,0.0
2019-06-24,0.0,33,19,15,21,35,12,9,1,2,4.0,3,3.0,1.0
2019-06-25,0.0,37,16,25,27,26,12,8,3,0,1.0,1,0.0,0.0
2019-06-26,0.0,32,22,23,21,36,5,12,1,2,1.0,3,4.0,0.0
2019-06-27,1.0,33,11,23,23,15,7,6,0,0,2.0,3,3.0,0.0
2019-06-28,1.0,28,14,12,17,20,12,15,3,1,1.0,3,1.0,0.0
2019-06-29,3.0,29,13,17,24,16,11,9,2,0,0.0,2,3.0,2.0
2019-06-30,0.0,30,15,16,20,22,13,15,1,2,1.0,2,2.0,0.0
2019-07-01,1.0,29,16,19,24,21,20,13,0,1,0.0,5,2.0,0.0
2019-07-02,2.0,31,23,12,16,31,8,13,1,0,3.0,2,3.0,0.0
2019-07-03,1.0,26,14,19,9,18,9,9,3,2,2.0,1,1.0,0.0
2019-07-04,0.0,25,7,10,19,38,8,5,4,1,1.0,4,2.0,0.0
2019-07-05,0.0,33,18,17,21,29,12,17,2,1,1.0,3,0.0,0.0
2019-07-06,0.0,34,16,7,19,24,14,10,3,1,0.0,2,1.0,0.0
2019-07-07,1.0,26,12,14,29,23,12,10,1,2,0.0,0,0.0,0.0
2019-07-08,1.0,35,18,25,16,22,14,17,3,1,1.0,6,3.0,0.0
2019-07-09,1.0,27,17,17,25,25,8,7,0,1,1.0,3,3.0,0.0
2019-07-10,1.0,38,18,24,20,13,17,18,3,0,2.0,3,3.0,0.0
2019-07-11,0.0,25,13,24,19,11,6,11,2,2,4.0,5,1.0,1.0
2019-07-12,0.0,48,19,12,21,27,10,11,3,0,0.0,0,2.0,0.0
2019-07-13,3.0,41,8,20,7,22,9,7,2,2,1.0,1,3.0,1.0
2019-07-14,2.0,27,13,15,26,32,7,11,2,3,1.0,3,4.0,0.0
2019-07-15,2.0,44,26,22,27,19,16,7,1,0,2.0,5,4.0,1.0
2019-07-16,0.0,33,12,20,14,23,17,9,1,0,0.0,2,0.0,0.0
2019-07-17,2.0,26,12,17,13,21,15,15,4,0,0.0,0,2.0,0.0
2019-07-18,2.0,42,12,18,12,36,9,11,0,0,3.0,1,2.0,0.0
2019-07-19,2.0,46,11,22,17,19,17,19,2,2,2.0,1,0.0,0.0
2019-07-20,1.0,26,16,12,29,32,9,13,1,0,1.0,8,6.0,0.0
2019-07-21,3.0,24,16,24,20,23,18,10,2,1,1.0,5,2.0,0.0
2019-07-22,0.0,34,18,21,15,23,17,23,4,1,2.0,5,2.0,1.0
2019-07-23,1.0,38,18,18,12,21,12,9,1,4,1.0,0,4.0,0.0
2019-07-24,0.0,32,21,17,26,16,13,16,3,1,2.0,4,2.0,0.0
2019-07-25,0.0,38,20,24,19,22,8,10,2,1,0.0,3,1.0,1.0
2019-07-26,2.0,29,17,15,15,27,18,19,0,2,1.0,1,2.0,0.0
2019-07-27,1.0,34,20,19,21,24,11,24,0,2,3.0,5,1.0,0.0
2019-07-28,0.0,34,18,27,15,31,18,13,3,1,2.0,0,2.0,1.0
2019-07-29,2.0,29,10,19,12,16,16,10,2,1,0.0,5,2.0,2.0
2019-07-30,0.0,29,19,26,16,19,13,15,1,0,0.0,4,2.0,0.0
2019-07-31,0.0,32,10,21,11,24,12,8,1,4,0.0,0,2.0,0.0
2019-08-01,0.0,36,18,13,13,9,20,10,0,1,1.0,1,2.0,0.0
2019-08-02,1.0,18,13,20,14,20,8,11,5,0,0.0,3,1.0,0.0
2019-08-03,2.0,35,17,6,23,31,14,23,3,1,2.0,3,5.0,0.0
2019-08-04,0.0,27,9,14,19,22,11,7,0,2,0.0,0,0.0,0.0
2019-08-05,0.0,33,15,21,20,23,9,13,2,1,1.0,1,5.0,0.0
2019-08-06,1.0,33,18,15,10,18,14,20,2,3,2.0,1,6.0,0.0
2019-08-07,1.0,45,16,25,28,15,10,20,1,6,3.0,3,7.0,2.0
2019-08-08,1.0,32,18,24,21,25,10,12,0,1,0.0,5,4.0,0.0
2019-08-09,0.0,31,23,18,19,31,8,23,2,2,1.0,4,2.0,0.0
2019-08-10,1.0,52,14,18,19,28,7,15,2,0,0.0,3,3.0,1.0
2019-08-11,0.0,43,12,27,17,33,7,16,3,0,2.0,4,3.0,0.0
2019-08-12,0.0,28,19,21,18,35,12,17,2,1,3.0,3,4.0,2.0
2019-08-13,1.0,23,16,28,19,16,14,10,3,0,0.0,3,2.0,0.0
2019-08-14,1.0,23,16,26,14,19,12,8,0,1,1.0,2,2.0,1.0
2019-08-15,1.0,27,16,22,19,15,4,13,1,1,1.0,6,0.0,0.0
2019-08-16,0.0,26,18,20,10,18,15,14,1,1,1.0,2,0.0,0.0
2019-08-17,1.0,32,11,19,16,31,11,14,3,3,1.0,2,0.0,0.0
2019-08-18,1.0,22,9,23,13,23,13,9,1,4,1.0,1,0.0,0.0
2019-08-19,0.0,35,19,34,19,19,17,10,2,4,0.0,6,4.0,1.0
2019-08-20,1.0,43,13,28,19,14,11,14,5,3,1.0,4,2.0,1.0
2019-08-21,0.0,28,25,23,25,19,10,10,4,1,2.0,0,2.0,0.0
2019-08-22,0.0,24,16,23,14,20,7,11,3,1,0.0,2,5.0,0.0
2019-08-23,0.0,27,17,18,13,23,9,9,1,2,0.0,1,5.0,0.0
2019-08-24,0.0,27,10,26,29,20,2,13,0,1,1.0,2,1.0,0.0
2019-08-25,0.0,33,14,20,23,37,17,11,2,1,1.0,2,3.0,0.0
2019-08-26,0.0,26,13,18,12,18,9,9,2,1,1.0,3,0.0,0.0
2019-08-27,2.0,29,14,19,19,28,10,12,3,0,1.0,3,1.0,0.0
2019-08-28,0.0,30,18,21,30,24,5,10,0,1,0.0,5,0.0,0.0
2019-08-29,1.0,32,20,18,27,17,12,9,3,1,2.0,7,0.0,1.0
2019-08-30,2.0,36,22,16,20,27,12,16,1,0,1.0,4,5.0,1.0
2019-08-31,2.0,29,20,13,25,23,10,8,3,0,0.0,7,2.0,0.0
2019-09-01,1.0,34,21,15,27,31,8,10,3,1,0.0,3,1.0,0.0
2019-09-02,1.0,28,15,18,30,24,9,7,2,2,2.0,7,3.0,0.0
2019-09-03,1.0,28,23,16,21,24,5,8,1,2,2.0,7,1.0,0.0
2019-09-04,1.0,22,20,20,20,25,12,10,4,0,4.0,0,1.0,0.0
2019-09-05,3.0,40,18,17,11,27,6,15,1,0,2.0,0,1.0,0.0
2019-09-06,1.0,25,13,19,18,24,6,6,2,1,1.0,3,1.0,0.0
2019-09-07,1.0,28,15,22,6,28,9,8,2,1,1.0,1,4.0,0.0
2019-09-08,0.0,34,15,23,18,25,11,12,3,0,1.0,5,5.0,0.0
2019-09-09,1.0,29,12,17,13,26,3,11,1,1,1.0,3,5.0,0.0
2019-09-10,1.0,23,26,16,17,19,12,13,4,3,0.0,1,3.0,2.0
2019-09-11,1.0,25,15,21,19,23,10,16,2,0,1.0,2,0.0,0.0
2019-09-12,1.0,38,21,11,16,28,10,16,1,1,0.0,1,5.0,0.0
2019-09-13,0.0,26,23,43,27,30,13,12,2,0,1.0,1,4.0,1.0
2019-09-14,1.0,24,14,23,21,28,17,13,1,1,1.0,0,1.0,0.0
2019-09-15,1.0,34,10,40,13,29,9,15,2,0,1.0,0,4.0,0.0
2019-09-16,0.0,32,15,13,18,21,11,15,1,3,0.0,0,2.0,0.0
2019-09-17,0.0,35,14,11,12,16,12,10,2,1,0.0,4,1.0,0.0
2019-09-18,1.0,30,14,17,10,26,8,13,4,1,1.0,1,2.0,1.0
2019-09-19,0.0,28,17,17,9,27,13,18,1,0,2.0,1,1.0,1.0
2019-09-20,0.0,38,25,19,17,21,13,7,1,0,0.0,1,1.0,0.0
2019-09-21,1.0,31,7,21,18,40,12,14,1,2,0.0,2,5.0,0.0
2019-09-22,0.0,20,14,17,22,22,8,9,1,0,1.0,5,3.0,0.0
2019-09-23,2.0,27,20,25,8,23,13,7,3,2,0.0,0,1.0,1.0
2019-09-24,1.0,29,16,32,24,24,10,16,1,4,2.0,3,3.0,0.0
2019-09-25,1.0,26,25,17,16,27,10,14,1,1,1.0,1,0.0,1.0
2019-09-26,1.0,39,14,14,5,23,13,11,0,1,1.0,1,1.0,0.0
2019-09-27,0.0,19,20,18,15,31,6,14,2,1,1.0,5,0.0,0.0
2019-09-28,1.0,27,17,18,22,27,9,11,1,0,2.0,3,2.0,0.0
2019-09-29,1.0,32,13,21,15,35,8,13,1,0,0.0,0,0.0,0.0
2019-09-30,0.0,31,24,19,13,30,14,7,3,0,1.0,1,0.0,0.0
2019-10-01,2.0,43,21,15,20,21,7,11,2,2,0.0,0,2.0,0.0
2019-10-02,1.0,29,13,16,19,20,12,13,3,2,1.0,2,2.0,2.0
2019-10-03,1.0,29,13,17,7,19,11,13,5,0,0.0,1,3.0,0.0
2019-10-04,1.0,38,21,8,16,39,15,7,2,2,1.0,2,1.0,0.0
2019-10-05,1.0,22,13,6,20,21,11,12,0,1,0.0,3,0.0,0.0
2019-10-06,0.0,12,12,19,23,32,17,11,1,1,0.0,2,1.0,0.0
2019-10-07,1.0,32,15,21,17,27,5,9,3,1,2.0,3,1.0,0.0
2019-10-08,1.0,29,13,11,20,19,9,10,3,0,2.0,3,3.0,0.0
2019-10-09,1.0,35,17,8,14,22,5,10,0,0,2.0,4,1.0,0.0
2019-10-10,0.0,27,14,16,16,15,4,14,2,4,3.0,2,1.0,0.0
2019-10-11,0.0,30,9,15,15,16,13,6,3,0,0.0,0,3.0,0.0
2019-10-12,1.0,32,15,16,16,26,8,9,2,0,4.0,12,1.0,0.0
2019-10-13,2.0,25,6,19,17,40,11,14,3,2,1.0,0,3.0,1.0
2019-10-14,1.0,29,16,20,12,15,7,11,1,3,1.0,2,2.0,0.0
2019-10-15,0.0,32,19,12,17,14,10,8,1,0,0.0,3,0.0,0.0
2019-10-16,2.0,22,12,12,12,16,7,11,1,0,0.0,2,1.0,0.0
2019-10-17,0.0,37,13,21,11,16,7,8,2,4,2.0,1,1.0,0.0
2019-10-18,2.0,37,14,16,17,14,10,2,2,2,0.0,4,2.0,1.0
2019-10-19,0.0,25,14,15,13,31,10,13,5,0,2.0,3,0.0,0.0
2019-10-20,1.0,18,15,16,12,25,8,22,2,0,0.0,1,0.0,1.0
2019-10-21,0.0,27,13,18,17,19,7,12,4,4,0.0,1,1.0,0.0
2019-10-22,1.0,24,12,19,9,20,12,2,3,0,0.0,1,2.0,0.0
2019-10-23,0.0,30,17,12,19,17,8,5,2,2,1.0,2,1.0,0.0
2019-10-24,1.0,32,20,17,13,16,9,5,3,1,1.0,1,2.0,0.0
2019-10-25,0.0,27,19,23,13,15,8,5,4,0,0.0,2,1.0,0.0
2019-10-26,0.0,34,12,18,11,23,12,15,2,1,0.0,0,2.0,0.0
2019-10-27,0.0,25,8,22,11,19,10,9,4,2,1.0,0,2.0,0.0
2019-10-28,1.0,24,24,22,19,25,19,13,1,3,2.0,4,3.0,0.0
2019-10-29,2.0,30,15,16,19,22,9,9,2,0,2.0,2,2.0,0.0
2019-10-30,2.0,24,13,11,14,21,6,6,2,0,0.0,1,6.0,1.0
2019-10-31,0.0,37,19,12,19,22,8,12,4,3,1.0,5,0.0,0.0
2019-11-01,2.0,46,14,11,21,26,10,7,1,3,0.0,2,0.0,1.0
2019-11-02,1.0,17,11,17,20,16,13,6,0,2,1.0,2,2.0,1.0
2019-11-03,1.0,25,8,12,11,25,9,15,3,2,0.0,0,2.0,1.0
2019-11-04,0.0,24,15,12,19,24,13,11,5,2,2.0,3,1.0,0.0
2019-11-05,0.0,23,22,8,11,20,10,11,2,1,3.0,4,3.0,0.0
2019-11-06,0.0,27,15,19,9,22,7,10,5,0,2.0,2,3.0,0.0
2019-11-07,1.0,18,11,26,17,19,18,13,2,1,2.0,2,3.0,0.0
2019-11-08,0.0,32,9,29,14,21,8,11,0,1,0.0,0,0.0,0.0
2019-11-09,0.0,28,9,12,18,16,6,11,6,2,1.0,1,0.0,0.0
2019-11-10,0.0,29,17,19,13,25,8,7,2,1,0.0,0,2.0,0.0
2019-11-11,2.0,26,15,12,25,20,14,1,2,3,0.0,5,1.0,0.0
2019-11-12,0.0,30,23,36,11,18,13,9,1,2,0.0,1,4.0,0.0
2019-11-13,0.0,28,19,18,9,25,6,12,1,0,2.0,1,2.0,0.0
2019-11-14,0.0,26,22,13,19,18,11,14,3,0,3.0,4,0.0,1.0
2019-11-15,1.0,24,11,21,8,14,9,16,0,1,1.0,1,2.0,0.0
2019-11-16,0.0,19,23,11,10,27,9,10,2,0,0.0,4,2.0,0.0
2019-11-17,0.0,39,12,15,17,22,9,8,0,0,2.0,2,4.0,0.0
2019-11-18,0.0,21,17,15,14,20,7,5,3,0,2.0,0,0.0,0.0
2019-11-19,2.0,25,13,15,9,31,11,11,5,0,0.0,0,1.0,0.0
2019-11-20,3.0,34,13,17,13,15,9,9,3,0,1.0,0,1.0,0.0
2019-11-21,0.0,22,22,14,9,19,6,6,1,0,2.0,0,0.0,0.0
2019-11-22,1.0,38,18,25,11,22,7,6,0,2,0.0,1,1.0,0.0
2019-11-23,1.0,22,8,12,8,17,15,12,0,2,0.0,0,0.0,2.0
2019-11-24,0.0,17,13,6,11,25,4,4,6,0,1.0,2,3.0,0.0
2019-11-25,1.0,28,12,10,12,22,11,6,1,0,1.0,0,1.0,0.0
2019-11-26,1.0,32,13,17,12,17,9,7,2,1,0.0,1,2.0,0.0
2019-11-27,1.0,33,18,21,11,27,11,8,1,1,0.0,0,4.0,1.0
2019-11-28,1.0,19,11,7,13,17,5,3,2,7,1.0,1,1.0,0.0
2019-11-29,2.0,24,12,13,7,19,11,5,1,2,0.0,1,3.0,0.0
2019-11-30,2.0,14,19,18,11,15,5,6,3,2,1.0,1,2.0,0.0
2019-12-01,0.0,26,7,9,11,18,12,2,1,0,0.0,3,3.0,3.0
2019-12-02,1.0,34,16,18,13,18,11,3,2,3,0.0,2,1.0,1.0
2019-12-03,1.0,32,8,18,6,16,20,9,2,1,3.0,1,1.0,0.0
2019-12-04,0.0,26,14,17,12,15,9,7,0,1,0.0,1,2.0,0.0
2019-12-05,1.0,30,16,12,8,21,9,1,1,0,0.0,0,1.0,0.0
2019-12-06,0.0,41,21,15,12,23,5,13,7,0,1.0,2,1.0,4.0
2019-12-07,0.0,35,9,17,10,18,12,3,4,0,2.0,3,2.0,2.0
2019-12-08,0.0,17,9,15,16,19,14,8,0,1,2.0,2,3.0,1.0
2019-12-09,0.0,30,14,14,7,15,13,6,2,0,0.0,0,2.0,3.0
2019-12-10,1.0,36,16,13,18,13,10,8,1,8,1.0,2,1.0,0.0
2019-12-11,0.0,25,11,9,25,17,15,5,1,2,0.0,5,1.0,1.0
2019-12-12,0.0,25,8,7,12,30,13,5,1,0,0.0,1,0.0,2.0
2019-12-13,0.0,39,15,10,8,22,11,5,2,2,3.0,1,2.0,0.0
2019-12-14,0.0,20,14,11,14,16,10,8,0,3,1.0,1,0.0,0.0
2019-12-15,1.0,36,15,16,15,24,9,15,0,2,0.0,2,1.0,0.0
2019-12-16,1.0,34,9,6,9,15,14,4,4,2,0.0,1,0.0,0.0
2019-12-17,0.0,33,20,11,12,27,11,12,0,1,3.0,5,1.0,0.0
2019-12-18,0.0,36,14,8,16,16,11,2,0,0,2.0,1,1.0,0.0
2019-12-19,1.0,27,7,12,12,20,8,6,1,1,1.0,0,2.0,0.0
2019-12-20,0.0,30,7,12,22,16,7,7,5,0,0.0,5,2.0,0.0
2019-12-21,0.0,32,13,12,13,19,6,5,2,1,2.0,2,4.0,1.0
2019-12-22,0.0,26,8,13,15,17,8,6,2,3,2.0,8,1.0,1.0
2019-12-23,0.0,21,7,14,9,18,12,7,4,2,0.0,0,1.0,0.0
2019-12-24,0.0,37,17,12,14,16,9,12,0,1,0.0,1,1.0,0.0
2019-12-25,1.0,19,16,9,8,33,11,4,1,2,0.0,2,1.0,1.0
2019-12-26,1.0,22,6,13,13,12,5,5,0,1,4.0,2,0.0,0.0
2019-12-27,0.0,37,13,12,19,17,7,3,0,3,0.0,2,2.0,0.0
2019-12-28,0.0,19,12,11,13,21,17,3,0,2,1.0,1,0.0,0.0
2019-12-29,1.0,29,6,13,12,16,8,8,1,1,0.0,0,1.0,0.0
2019-12-30,0.0,20,12,13,11,25,8,7,1,0,4.0,3,4.0,0.0
2019-12-31,2.0,27,6,12,19,15,7,4,3,3,1.0,3,1.0,0.0
2020-01-01,0.0,28,16,8,16,26,12,10,0,6,0.0,2,1.0,1.0
2020-01-02,1.0,23,18,9,18,19,6,5,1,0,2.0,2,4.0,0.0
2020-01-03,1.0,37,13,11,11,24,10,1,2,4,0.0,2,5.0,0.0
2020-01-04,0.0,14,11,8,7,22,16,9,0,0,0.0,0,1.0,0.0
2020-01-05,0.0,23,6,6,5,18,9,0,1,2,1.0,1,3.0,0.0
2020-01-06,0.0,22,9,11,12,20,9,4,2,1,1.0,1,3.0,0.0
2020-01-07,2.0,26,13,9,14,17,6,8,2,6,1.0,1,2.0,0.0
2020-01-08,0.0,26,12,9,8,17,5,5,0,1,0.0,0,6.0,0.0
2020-01-09,0.0,27,10,9,8,13,6,4,1,0,1.0,1,1.0,0.0
2020-01-10,0.0,31,12,23,11,24,12,8,5,3,0.0,0,1.0,1.0
2020-01-11,0.0,31,11,15,13,21,9,9,4,3,5.0,6,5.0,0.0
2020-01-12,0.0,39,9,14,16,14,4,8,1,3,0.0,4,2.0,0.0
2020-01-13,0.0,19,14,23,7,23,12,9,1,3,0.0,2,2.0,0.0
2020-01-14,0.0,30,13,12,12,28,10,11,6,1,2.0,1,0.0,0.0
2020-01-15,0.0,34,10,9,7,25,10,8,2,1,2.0,1,3.0,0.0
2020-01-16,1.0,26,14,18,11,25,8,8,1,3,0.0,0,1.0,0.0
2020-01-17,1.0,21,13,8,12,13,10,6,1,0,1.0,1,0.0,0.0
2020-01-18,1.0,21,8,11,12,21,11,13,2,1,2.0,0,1.0,0.0
2020-01-19,0.0,14,7,5,18,32,4,5,2,0,0.0,1,1.0,0.0
2020-01-20,2.0,22,18,13,13,10,9,6,2,0,0.0,2,1.0,0.0
2020-01-21,1.0,27,9,13,8,22,12,6,2,1,3.0,2,4.0,0.0
2020-01-22,0.0,24,12,12,6,19,8,7,2,2,0.0,0,0.0,0.0
2020-01-23,1.0,22,3,9,13,14,10,6,1,2,1.0,1,5.0,0.0
2020-01-24,1.0,27,9,19,18,23,11,11,2,2,0.0,2,3.0,0.0
2020-01-25,0.0,16,11,6,6,17,8,9,3,2,0.0,1,5.0,0.0
2020-01-26,0.0,19,8,13,16,16,12,5,0,2,1.0,1,2.0,1.0
2020-01-27,0.0,23,17,11,12,20,7,12,2,1,0.0,0,2.0,0.0
2020-01-28,0.0,36,12,11,10,26,10,5,2,1,1.0,1,0.0,0.0
2020-01-29,1.0,25,21,18,10,25,10,5,2,2,0.0,1,0.0,0.0
2020-01-30,2.0,32,10,10,8,26,11,4,1,3,2.0,0,2.0,0.0
2020-01-31,0.0,26,13,13,13,19,11,7,0,0,0.0,1,1.0,1.0
2020-02-01,1.0,27,12,16,9,30,11,10,0,2,0.0,0,0.0,0.0
2020-02-02,2.0,20,5,12,12,22,8,12,3,1,1.0,1,1.0,0.0
2020-02-03,0.0,29,8,17,11,26,12,9,3,2,1.0,2,1.0,0.0
2020-02-04,0.0,18,11,12,6,18,7,7,3,3,0.0,0,2.0,0.0
2020-02-05,0.0,27,14,15,8,19,11,7,3,0,1.0,1,0.0,0.0
2020-02-06,1.0,26,15,11,13,17,6,9,1,1,0.0,0,0.0,0.0
2020-02-07,0.0,24,18,13,18,24,11,4,2,0,3.0,3,1.0,0.0
2020-02-08,0.0,23,12,7,20,14,12,10,2,3,0.0,7,1.0,0.0
2020-02-09,1.0,20,11,8,20,24,5,5,0,4,1.0,2,0.0,1.0
2020-02-10,0.0,20,15,20,8,27,6,3,1,5,7.0,1,1.0,0.0
2020-02-11,0.0,37,14,20,6,28,9,5,4,0,0.0,1,2.0,0.0
2020-02-12,0.0,23,15,11,16,26,7,5,1,1,1.0,3,0.0,1.0
2020-02-13,0.0,30,9,16,7,13,9,9,1,0,1.0,2,1.0,0.0
2020-02-14,0.0,33,14,16,19,21,13,14,1,0,0.0,0,1.0,0.0
2020-02-15,2.0,19,6,8,20,25,10,4,1,0,0.0,4,3.0,0.0
2020-02-16,1.0,18,6,18,13,22,8,9,0,2,1.0,0,0.0,0.0
2020-02-17,0.0,28,9,18,25,23,7,7,0,2,0.0,4,3.0,1.0
2020-02-18,0.0,24,12,7,24,17,7,7,2,3,0.0,6,0.0,0.0
2020-02-19,0.0,24,15,15,10,10,11,11,3,1,1.0,2,0.0,0.0
2020-02-20,0.0,20,10,7,10,18,7,10,2,1,0.0,1,1.0,1.0
2020-02-21,0.0,27,19,12,6,16,11,9,3,1,0.0,0,2.0,0.0
2020-02-22,1.0,29,9,17,11,21,7,7,0,3,0.0,0,0.0,0.0
2020-02-23,0.0,20,9,14,16,19,8,5,2,0,2.0,2,2.0,0.0
2020-02-24,4.0,19,6,13,8,19,7,13,4,5,1.0,2,2.0,0.0
