,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2015-09-29,1.0,41,27,19,17,15,7,1,3,1,1.0,0,1.0,0.0
2015-09-30,1.0,36,23,26,6,19,12,10,3,2,2.0,1,1.0,0.0
2015-10-01,1.0,31,32,12,5,18,18,12,2,0,0.0,1,1.0,2.0
2015-10-02,0.0,26,27,25,14,15,10,10,1,1,3.0,5,1.0,0.0
2015-10-03,1.0,15,12,17,6,22,12,6,2,1,2.0,0,0.0,0.0
2015-10-04,0.0,23,20,14,10,5,16,10,2,0,2.0,2,1.0,2.0
2015-10-05,0.0,43,29,14,13,21,14,17,2,3,1.0,0,0.0,0.0
2015-10-06,1.0,29,24,13,23,20,11,8,5,0,0.0,5,0.0,0.0
2015-10-07,1.0,41,21,16,9,25,11,11,2,1,2.0,0,0.0,2.0
2015-10-08,0.0,28,15,17,13,23,15,5,2,1,1.0,1,0.0,2.0
2015-10-09,0.0,34,32,23,16,24,11,11,3,1,0.0,0,0.0,0.0
2015-10-10,4.0,24,22,20,21,17,15,11,0,2,0.0,1,0.0,0.0
2015-10-11,2.0,29,15,24,6,20,17,10,0,0,1.0,2,2.0,1.0
2015-10-12,0.0,33,17,17,10,22,8,6,1,1,2.0,2,0.0,0.0
2015-10-13,0.0,32,30,13,10,28,10,11,1,1,1.0,0,0.0,2.0
2015-10-14,1.0,24,25,26,16,21,15,8,1,1,0.0,1,2.0,1.0
2015-10-15,0.0,37,16,24,16,21,10,4,0,1,2.0,1,1.0,1.0
2015-10-16,1.0,37,19,15,7,19,14,12,2,0,2.0,0,0.0,0.0
2015-10-17,0.0,19,28,24,7,20,9,14,1,0,1.0,1,2.0,1.0
2015-10-18,1.0,26,17,31,8,23,8,2,3,2,0.0,1,0.0,1.0
2015-10-19,0.0,30,24,9,7,23,6,4,1,0,0.0,2,3.0,0.0
2015-10-20,0.0,37,27,23,11,21,16,12,2,3,1.0,3,0.0,0.0
2015-10-21,1.0,41,20,21,18,14,17,8,1,1,2.0,2,0.0,3.0
2015-10-22,1.0,34,25,21,10,21,10,12,3,1,2.0,4,0.0,0.0
2015-10-23,0.0,35,26,27,15,21,20,5,2,0,0.0,4,0.0,1.0
2015-10-24,0.0,39,17,23,13,14,7,10,1,0,1.0,1,1.0,1.0
2015-10-25,1.0,22,16,20,18,29,12,12,4,0,3.0,0,1.0,0.0
2015-10-26,0.0,31,21,28,10,21,12,9,3,1,1.0,0,0.0,0.0
2015-10-27,1.0,41,22,20,17,18,14,9,0,2,1.0,1,0.0,1.0
2015-10-28,1.0,34,23,24,9,21,13,9,4,0,0.0,0,2.0,1.0
2015-10-29,0.0,37,20,20,12,18,6,9,5,2,0.0,1,3.0,1.0
2015-10-30,3.0,24,31,31,17,23,21,9,1,2,1.0,1,1.0,0.0
2015-10-31,2.0,25,15,16,18,24,11,7,2,0,1.0,1,2.0,1.0
2015-11-01,3.0,24,23,21,20,26,15,10,0,1,0.0,2,1.0,0.0
2015-11-02,0.0,29,28,22,11,27,11,12,2,2,0.0,2,3.0,2.0
2015-11-03,0.0,28,26,22,8,24,12,11,4,1,2.0,2,1.0,1.0
2015-11-04,1.0,29,16,19,10,20,11,11,3,2,2.0,2,1.0,1.0
2015-11-05,1.0,33,26,26,13,24,12,8,4,1,1.0,2,2.0,1.0
2015-11-06,1.0,39,31,29,12,13,25,13,5,1,0.0,4,0.0,0.0
2015-11-07,0.0,27,13,23,4,28,11,6,4,0,2.0,0,0.0,1.0
2015-11-08,1.0,17,19,14,11,20,13,2,2,0,3.0,0,1.0,2.0
2015-11-09,0.0,38,19,18,12,17,8,9,2,0,1.0,1,1.0,1.0
2015-11-10,4.0,31,34,13,4,16,11,17,4,1,0.0,0,2.0,0.0
2015-11-11,0.0,20,24,18,12,17,16,11,0,3,0.0,4,1.0,1.0
2015-11-12,1.0,32,20,18,17,23,10,13,5,0,1.0,0,0.0,1.0
2015-11-13,2.0,38,19,11,8,15,11,5,5,1,0.0,1,1.0,0.0
2015-11-14,0.0,26,6,16,9,13,11,8,4,0,5.0,3,0.0,1.0
2015-11-15,0.0,17,23,27,19,23,16,9,2,3,1.0,6,0.0,1.0
2015-11-16,1.0,32,19,13,12,16,11,10,4,2,3.0,1,1.0,0.0
2015-11-17,0.0,27,32,23,6,13,16,15,4,3,0.0,1,0.0,2.0
2015-11-18,1.0,29,19,20,11,24,16,17,3,0,1.0,1,2.0,2.0
2015-11-19,1.0,43,25,33,9,19,13,10,1,3,1.0,0,0.0,1.0
2015-11-20,0.0,39,25,25,5,15,13,11,4,0,1.0,1,2.0,1.0
2015-11-21,2.0,30,27,26,18,20,11,15,2,2,1.0,6,2.0,0.0
2015-11-22,0.0,28,18,20,12,15,15,11,4,5,0.0,1,0.0,0.0
2015-11-23,1.0,29,23,19,7,19,6,7,0,0,0.0,2,1.0,0.0
2015-11-24,0.0,34,32,20,10,16,9,14,2,1,0.0,3,0.0,0.0
2015-11-25,0.0,23,26,19,10,17,9,13,2,0,0.0,2,2.0,0.0
2015-11-26,0.0,14,14,21,14,16,9,6,0,3,0.0,1,1.0,0.0
2015-11-27,1.0,23,21,23,14,22,14,6,5,3,0.0,0,2.0,0.0
2015-11-28,1.0,30,36,20,12,30,9,11,5,1,1.0,0,1.0,2.0
2015-11-29,0.0,14,19,13,10,19,17,12,1,2,1.0,2,0.0,0.0
2015-11-30,0.0,42,21,16,9,12,20,11,5,0,0.0,0,0.0,1.0
2015-12-01,5.0,34,23,17,11,15,9,9,2,2,1.0,0,1.0,0.0
2015-12-02,0.0,39,18,15,6,16,13,8,4,1,3.0,1,2.0,3.0
2015-12-03,1.0,33,17,17,5,15,10,9,3,4,1.0,1,0.0,0.0
2015-12-04,1.0,30,16,19,7,22,9,7,0,1,2.0,2,2.0,2.0
2015-12-05,0.0,27,16,12,5,12,9,3,3,3,1.0,0,2.0,0.0
2015-12-06,2.0,21,14,17,15,23,12,3,0,3,3.0,2,2.0,1.0
2015-12-07,0.0,30,24,12,11,18,6,10,2,1,0.0,1,1.0,0.0
2015-12-08,1.0,23,19,19,14,14,17,8,0,0,0.0,1,0.0,0.0
2015-12-09,1.0,34,24,21,16,17,10,7,2,1,1.0,3,2.0,0.0
2015-12-10,1.0,30,30,22,15,16,17,15,4,0,0.0,2,2.0,1.0
2015-12-11,2.0,24,28,12,18,28,11,14,2,2,1.0,6,2.0,1.0
2015-12-12,0.0,33,21,30,20,35,8,13,0,1,0.0,1,2.0,4.0
2015-12-13,2.0,21,16,20,15,21,16,8,3,1,1.0,1,0.0,1.0
2015-12-14,1.0,24,24,34,6,22,8,9,1,2,1.0,0,0.0,1.0
2015-12-15,0.0,32,60,19,9,13,8,10,5,4,1.0,0,0.0,0.0
2015-12-16,0.0,36,25,17,13,18,13,13,2,1,2.0,2,1.0,0.0
2015-12-17,1.0,23,27,15,6,16,11,11,1,0,1.0,1,1.0,1.0
2015-12-18,1.0,31,28,17,12,21,10,9,6,0,1.0,1,1.0,0.0
2015-12-19,0.0,22,23,13,18,21,9,9,3,0,0.0,6,0.0,0.0
2015-12-20,0.0,18,29,21,18,19,13,11,2,0,4.0,4,0.0,0.0
2015-12-21,0.0,37,17,21,6,29,10,12,7,0,0.0,1,6.0,0.0
2015-12-22,0.0,29,29,16,14,18,11,21,5,2,0.0,1,3.0,0.0
2015-12-23,2.0,26,30,15,10,14,9,12,6,2,1.0,0,0.0,1.0
2015-12-24,1.0,23,22,21,8,19,17,15,0,0,0.0,0,4.0,1.0
2015-12-25,0.0,12,24,13,6,24,10,10,3,1,0.0,1,2.0,0.0
2015-12-26,0.0,26,22,16,10,23,16,10,0,0,1.0,0,3.0,0.0
2015-12-27,1.0,23,19,16,16,18,8,20,3,1,1.0,6,2.0,0.0
2015-12-28,0.0,23,33,18,12,16,13,10,2,2,3.0,0,0.0,0.0
2015-12-29,0.0,20,20,31,13,21,8,8,0,0,1.0,1,0.0,0.0
2015-12-30,0.0,31,25,14,11,13,9,5,5,0,1.0,4,2.0,1.0
2015-12-31,1.0,24,24,12,7,14,6,6,2,0,1.0,0,0.0,2.0
2016-01-01,1.0,37,18,23,18,22,15,8,3,2,1.0,3,0.0,2.0
2016-01-02,1.0,34,6,10,14,20,8,9,7,1,0.0,1,0.0,0.0
2016-01-03,0.0,16,22,25,13,10,12,9,2,1,0.0,0,2.0,0.0
2016-01-04,1.0,25,24,17,5,10,19,6,3,3,0.0,0,2.0,0.0
2016-01-05,1.0,28,16,10,13,20,17,12,2,1,1.0,0,0.0,1.0
2016-01-06,2.0,24,25,13,8,19,14,7,2,1,0.0,0,3.0,0.0
2016-01-07,3.0,29,20,22,10,23,8,10,3,1,3.0,5,0.0,2.0
2016-01-08,1.0,39,30,14,10,25,13,18,3,0,0.0,3,2.0,1.0
2016-01-09,1.0,19,15,20,13,21,17,15,1,1,0.0,3,3.0,1.0
2016-01-10,0.0,16,16,17,10,22,14,8,1,7,1.0,4,3.0,0.0
2016-01-11,2.0,16,23,10,12,14,14,11,2,0,1.0,0,5.0,0.0
2016-01-12,3.0,28,24,26,8,23,13,11,2,1,1.0,1,0.0,1.0
2016-01-13,0.0,16,18,19,7,18,23,6,5,0,0.0,1,0.0,0.0
2016-01-14,0.0,32,25,16,15,15,15,12,4,0,0.0,2,0.0,0.0
2016-01-15,0.0,32,18,13,13,20,11,7,4,1,1.0,1,0.0,2.0
2016-01-16,0.0,24,18,18,19,22,13,2,1,1,0.0,1,0.0,2.0
2016-01-17,1.0,22,10,13,23,17,18,17,4,2,0.0,2,0.0,0.0
2016-01-18,0.0,15,18,18,3,14,18,10,2,2,1.0,2,1.0,1.0
2016-01-19,0.0,22,27,14,15,16,14,10,2,2,2.0,1,0.0,0.0
2016-01-20,3.0,20,21,12,6,15,10,8,2,1,0.0,0,0.0,0.0
2016-01-21,0.0,20,21,13,6,9,14,9,3,0,0.0,1,3.0,0.0
2016-01-22,0.0,19,26,13,7,9,14,8,1,2,0.0,1,0.0,0.0
2016-01-23,1.0,4,11,2,1,5,6,0,1,0,0.0,0,1.0,0.0
2016-01-24,0.0,5,11,6,3,10,6,2,1,0,0.0,0,0.0,0.0
2016-01-25,0.0,11,5,3,12,16,9,5,1,1,0.0,1,0.0,1.0
2016-01-26,1.0,12,8,8,8,16,9,9,2,0,1.0,1,0.0,0.0
2016-01-27,0.0,19,8,12,10,25,12,3,1,0,0.0,0,0.0,0.0
2016-01-28,0.0,22,12,12,12,12,14,8,0,2,0.0,0,2.0,0.0
2016-01-29,0.0,14,15,12,13,16,16,8,4,2,1.0,1,0.0,0.0
2016-01-30,0.0,28,17,13,8,12,6,3,0,4,0.0,0,2.0,0.0
2016-01-31,0.0,26,9,15,15,17,15,4,2,0,0.0,1,0.0,1.0
2016-02-01,3.0,23,14,15,9,19,4,14,3,2,1.0,2,0.0,1.0
2016-02-02,2.0,24,24,11,9,17,12,4,0,1,0.0,0,0.0,1.0
2016-02-03,0.0,18,20,5,13,23,13,10,0,0,1.0,1,1.0,0.0
2016-02-04,0.0,24,15,13,7,6,7,14,3,1,1.0,2,1.0,0.0
2016-02-05,0.0,18,18,7,6,23,17,6,1,1,2.0,0,1.0,0.0
2016-02-06,0.0,23,13,13,17,17,6,2,1,2,0.0,0,2.0,0.0
2016-02-07,0.0,15,15,17,6,19,14,14,2,0,0.0,1,1.0,0.0
2016-02-08,1.0,28,14,11,18,24,9,13,0,4,1.0,1,0.0,0.0
2016-02-09,1.0,17,28,6,5,12,9,7,1,3,0.0,1,0.0,1.0
2016-02-10,0.0,27,14,10,6,22,11,10,3,0,2.0,2,1.0,1.0
2016-02-11,0.0,16,20,6,7,13,7,5,1,0,1.0,0,0.0,0.0
2016-02-12,2.0,27,25,5,8,15,14,6,4,0,1.0,0,0.0,0.0
2016-02-13,2.0,22,12,10,8,11,15,4,3,1,0.0,0,0.0,0.0
2016-02-14,0.0,12,7,6,14,11,9,9,1,0,0.0,1,1.0,1.0
2016-02-15,0.0,18,12,4,6,13,4,5,1,0,1.0,1,1.0,0.0
2016-02-16,0.0,17,17,11,10,13,16,8,1,3,0.0,1,0.0,0.0
2016-02-17,0.0,13,20,13,15,16,12,4,3,4,1.0,1,2.0,1.0
2016-02-18,0.0,16,12,8,9,17,10,5,2,0,1.0,1,2.0,0.0
2016-02-19,2.0,23,18,18,10,17,13,14,1,1,1.0,4,1.0,2.0
2016-02-20,0.0,18,17,10,10,13,13,3,2,0,2.0,0,1.0,0.0
2016-02-21,0.0,19,12,14,7,24,12,6,0,1,3.0,0,1.0,0.0
2016-02-22,1.0,21,14,14,15,19,13,6,0,0,0.0,4,1.0,2.0
2016-02-23,1.0,20,22,16,8,15,7,4,2,0,1.0,0,0.0,3.0
2016-02-24,3.0,21,20,9,7,23,9,5,2,1,0.0,0,1.0,0.0
2016-02-25,1.0,26,21,8,11,11,6,10,3,0,1.0,3,1.0,0.0
2016-02-26,0.0,33,31,15,12,9,8,3,2,1,1.0,1,3.0,0.0
2016-02-27,0.0,20,5,6,14,9,8,1,2,2,0.0,4,0.0,0.0
2016-02-28,2.0,15,12,19,10,27,11,10,1,1,0.0,1,0.0,0.0
2016-02-29,0.0,22,27,18,11,22,5,6,2,0,2.0,1,1.0,1.0
2016-03-01,3.0,36,22,10,15,15,10,8,0,1,0.0,1,0.0,0.0
2016-03-02,2.0,23,13,6,3,14,11,5,2,3,0.0,0,0.0,1.0
2016-03-03,1.0,28,13,9,14,20,7,2,3,2,1.0,0,0.0,0.0
2016-03-04,2.0,25,21,16,11,15,10,3,4,3,0.0,1,1.0,0.0
2016-03-05,3.0,28,9,12,16,19,12,7,0,1,0.0,3,0.0,0.0
2016-03-06,0.0,22,9,13,12,22,13,5,1,1,1.0,1,1.0,1.0
2016-03-07,0.0,34,20,22,20,21,16,7,2,2,0.0,5,1.0,0.0
2016-03-08,1.0,31,11,13,15,18,12,7,0,1,0.0,2,0.0,1.0
2016-03-09,0.0,28,13,15,8,20,13,3,0,1,0.0,0,1.0,0.0
2016-03-10,0.0,31,13,12,15,35,5,8,1,1,1.0,1,1.0,2.0
2016-03-11,1.0,32,18,13,20,20,12,4,0,1,0.0,2,3.0,0.0
2016-03-12,0.0,23,17,17,22,18,18,11,2,2,1.0,1,1.0,1.0
2016-03-13,0.0,16,4,12,10,13,13,6,5,1,1.0,1,1.0,0.0
2016-03-14,2.0,20,19,12,9,15,13,8,3,2,0.0,0,0.0,1.0
2016-03-15,0.0,30,13,16,12,23,8,9,3,3,1.0,1,0.0,0.0
2016-03-16,0.0,25,21,19,15,19,17,13,4,0,1.0,3,0.0,1.0
2016-03-17,0.0,37,22,11,24,16,12,10,0,0,1.0,2,0.0,0.0
2016-03-18,2.0,24,17,10,20,18,15,10,0,1,1.0,2,1.0,1.0
2016-03-19,0.0,18,20,13,7,14,9,9,1,1,1.0,3,0.0,0.0
2016-03-20,0.0,15,14,11,14,10,10,7,2,1,1.0,2,1.0,1.0
2016-03-21,0.0,26,21,10,17,22,17,8,7,0,0.0,0,1.0,0.0
2016-03-22,0.0,37,24,12,10,27,9,11,3,0,2.0,0,0.0,1.0
2016-03-23,0.0,34,19,13,13,23,13,16,1,1,0.0,0,0.0,0.0
2016-03-24,0.0,29,20,12,13,22,23,7,1,1,1.0,1,0.0,0.0
2016-03-25,1.0,25,15,16,23,16,15,9,3,4,0.0,6,0.0,0.0
2016-03-26,5.0,31,14,16,15,24,11,10,3,2,0.0,1,1.0,1.0
2016-03-27,0.0,21,15,16,11,21,17,3,2,2,1.0,1,0.0,1.0
2016-03-28,0.0,30,12,11,13,14,6,6,4,3,0.0,3,0.0,1.0
2016-03-29,0.0,33,19,16,11,14,9,7,0,2,1.0,2,2.0,1.0
2016-03-30,2.0,26,14,25,12,18,13,13,6,0,1.0,1,1.0,2.0
2016-03-31,0.0,23,14,17,8,15,6,7,1,1,1.0,2,1.0,0.0
2016-04-01,1.0,42,12,18,20,18,10,8,0,1,0.0,0,0.0,0.0
2016-04-02,0.0,28,14,16,20,29,13,8,1,1,0.0,1,4.0,0.0
2016-04-03,0.0,18,11,22,7,15,10,10,0,1,1.0,1,1.0,0.0
2016-04-04,1.0,33,12,15,11,18,8,5,2,0,0.0,0,1.0,1.0
2016-04-05,0.0,25,17,13,12,13,16,8,1,0,0.0,1,1.0,0.0
2016-04-06,0.0,26,26,17,25,17,13,6,1,2,1.0,1,3.0,1.0
2016-04-07,0.0,23,25,18,13,16,14,5,0,1,1.0,1,2.0,1.0
2016-04-08,2.0,26,12,25,9,24,13,8,2,2,3.0,0,1.0,0.0
2016-04-09,0.0,28,14,19,8,24,8,9,0,1,0.0,4,1.0,1.0
2016-04-10,1.0,21,17,9,13,15,9,9,2,3,0.0,3,3.0,1.0
2016-04-11,2.0,34,14,16,16,32,18,9,2,0,2.0,1,1.0,0.0
2016-04-12,0.0,32,17,17,8,17,14,10,1,0,2.0,1,3.0,2.0
2016-04-13,1.0,38,20,18,17,15,13,7,2,1,0.0,0,1.0,1.0
2016-04-14,0.0,40,24,19,14,14,12,6,2,1,0.0,1,0.0,0.0
2016-04-15,3.0,20,14,23,12,28,13,15,3,0,0.0,1,1.0,1.0
2016-04-16,3.0,29,19,22,23,23,11,12,0,2,1.0,2,3.0,1.0
2016-04-17,1.0,17,9,19,18,26,9,6,1,1,1.0,2,2.0,2.0
2016-04-18,2.0,30,17,19,22,25,12,13,4,1,1.0,2,1.0,0.0
2016-04-19,0.0,44,15,17,23,12,11,9,1,2,2.0,3,0.0,1.0
2016-04-20,0.0,37,24,26,11,24,13,16,3,0,0.0,1,0.0,1.0
2016-04-21,1.0,33,25,15,9,18,13,8,4,1,0.0,4,2.0,3.0
2016-04-22,1.0,39,18,23,15,25,12,10,2,0,1.0,0,3.0,1.0
2016-04-23,0.0,26,13,17,11,25,12,13,3,0,0.0,1,2.0,1.0
2016-04-24,2.0,28,12,28,15,17,13,10,4,1,2.0,6,3.0,2.0
2016-04-25,3.0,44,20,19,11,14,11,12,3,1,3.0,1,3.0,0.0
2016-04-26,0.0,31,31,13,21,15,8,17,4,0,3.0,4,4.0,2.0
2016-04-27,0.0,33,21,16,12,16,8,10,2,2,1.0,0,1.0,2.0
2016-04-28,1.0,28,28,12,10,11,14,10,2,4,3.0,1,1.0,1.0
2016-04-29,0.0,37,18,9,17,19,8,11,5,0,0.0,0,4.0,0.0
2016-04-30,3.0,25,14,15,5,16,10,12,1,1,0.0,0,0.0,0.0
2016-05-01,0.0,40,14,15,6,20,14,5,1,1,0.0,1,2.0,0.0
2016-05-02,0.0,46,17,15,14,19,14,8,5,1,1.0,4,0.0,2.0
2016-05-03,0.0,38,11,16,30,15,14,8,2,1,1.0,2,1.0,0.0
2016-05-04,0.0,33,14,17,18,15,15,8,2,4,1.0,0,2.0,0.0
2016-05-05,1.0,33,24,11,13,15,14,14,3,0,0.0,0,0.0,1.0
2016-05-06,0.0,42,23,13,27,15,9,7,3,1,1.0,3,1.0,0.0
2016-05-07,1.0,23,21,12,15,16,11,6,2,2,1.0,4,1.0,1.0
2016-05-08,0.0,24,18,19,14,18,12,10,2,0,1.0,1,2.0,1.0
2016-05-09,0.0,40,20,25,11,18,14,19,0,2,0.0,2,3.0,0.0
2016-05-10,0.0,36,18,11,19,17,9,20,2,0,1.0,3,4.0,0.0
2016-05-11,1.0,23,30,20,8,16,12,14,4,1,0.0,2,1.0,0.0
2016-05-12,2.0,44,24,24,18,22,15,6,6,2,1.0,2,0.0,1.0
2016-05-13,1.0,39,26,14,15,15,14,8,1,1,0.0,2,1.0,0.0
2016-05-14,0.0,25,17,13,13,24,8,11,2,0,0.0,5,0.0,0.0
2016-05-15,2.0,40,16,15,17,23,9,11,1,1,0.0,3,0.0,2.0
2016-05-16,1.0,34,17,17,15,15,8,7,3,4,0.0,5,2.0,2.0
2016-05-17,0.0,31,29,16,13,22,4,15,3,4,1.0,2,0.0,0.0
2016-05-18,2.0,36,14,16,12,14,8,15,3,2,0.0,8,0.0,0.0
2016-05-19,0.0,34,20,25,9,18,7,7,3,0,0.0,4,1.0,1.0
2016-05-20,2.0,35,20,19,10,34,10,12,2,1,1.0,3,3.0,0.0
2016-05-21,0.0,23,16,23,12,28,9,9,2,2,0.0,4,0.0,1.0
2016-05-22,4.0,13,10,20,16,20,19,11,2,0,0.0,0,0.0,1.0
2016-05-23,1.0,21,20,18,11,12,10,19,1,3,3.0,3,0.0,1.0
2016-05-24,0.0,31,19,16,15,29,14,15,3,1,0.0,6,2.0,3.0
2016-05-25,1.0,30,23,26,12,25,13,9,4,2,4.0,1,1.0,0.0
2016-05-26,1.0,36,21,14,8,34,15,15,4,2,4.0,0,1.0,1.0
2016-05-27,1.0,47,20,19,15,22,11,13,3,1,2.0,3,0.0,0.0
2016-05-28,2.0,34,8,17,29,23,16,19,2,5,1.0,4,0.0,1.0
2016-05-29,1.0,23,15,13,18,18,12,6,0,0,0.0,1,0.0,1.0
2016-05-30,0.0,26,11,37,19,24,20,14,2,2,0.0,6,2.0,4.0
2016-05-31,0.0,34,16,13,27,17,7,8,1,1,1.0,1,1.0,3.0
2016-06-01,0.0,40,17,14,13,18,5,16,5,2,0.0,2,1.0,1.0
2016-06-02,0.0,33,23,8,18,14,9,13,4,4,0.0,3,1.0,1.0
2016-06-03,2.0,31,19,19,11,22,15,12,2,1,2.0,0,0.0,1.0
2016-06-04,2.0,23,26,18,18,41,9,7,3,2,1.0,2,0.0,0.0
2016-06-05,1.0,20,146,21,12,26,13,9,2,1,0.0,2,0.0,2.0
2016-06-06,1.0,31,29,25,14,24,18,12,8,3,2.0,2,1.0,1.0
2016-06-07,0.0,28,19,16,18,15,21,5,2,0,0.0,4,3.0,0.0
2016-06-08,1.0,39,32,19,23,19,8,11,5,0,2.0,5,0.0,0.0
2016-06-09,1.0,29,23,24,15,26,9,5,3,2,2.0,0,0.0,1.0
2016-06-10,3.0,25,29,24,22,23,13,14,1,1,2.0,5,1.0,1.0
2016-06-11,2.0,26,18,20,31,19,8,16,5,6,2.0,3,0.0,1.0
2016-06-12,0.0,36,14,17,13,27,15,4,0,0,0.0,1,1.0,1.0
2016-06-13,0.0,36,28,23,24,22,14,10,5,3,1.0,2,4.0,0.0
2016-06-14,0.0,34,30,13,6,15,23,5,4,0,1.0,0,1.0,0.0
2016-06-15,0.0,46,20,19,19,24,17,8,1,0,0.0,2,3.0,2.0
2016-06-16,0.0,25,21,19,13,25,12,4,3,1,0.0,1,0.0,1.0
2016-06-17,1.0,29,18,22,12,24,12,9,1,0,0.0,0,0.0,0.0
2016-06-18,3.0,27,21,24,16,29,10,5,2,0,0.0,3,0.0,1.0
2016-06-19,0.0,21,20,30,19,28,7,11,3,0,0.0,2,1.0,1.0
2016-06-20,0.0,31,29,39,13,26,18,17,1,2,0.0,6,1.0,3.0
2016-06-21,1.0,33,21,19,11,25,9,12,3,1,1.0,4,0.0,3.0
2016-06-22,0.0,24,26,25,16,23,12,12,2,2,2.0,3,2.0,1.0
2016-06-23,0.0,31,14,31,22,18,13,15,3,0,1.0,5,2.0,1.0
2016-06-24,0.0,22,21,17,21,20,8,11,2,2,1.0,3,3.0,0.0
2016-06-25,1.0,34,21,23,14,26,21,6,1,1,1.0,1,0.0,1.0
2016-06-26,0.0,37,22,17,15,19,8,7,3,1,2.0,1,0.0,1.0
2016-06-27,1.0,27,15,13,8,29,11,11,1,1,0.0,2,1.0,2.0
2016-06-28,1.0,32,17,21,20,17,11,6,2,1,3.0,6,0.0,2.0
2016-06-29,1.0,30,25,25,8,21,18,8,1,3,0.0,1,0.0,3.0
2016-06-30,0.0,27,10,17,15,20,9,7,1,2,1.0,1,1.0,1.0
2016-07-01,3.0,36,27,24,14,24,6,5,1,5,1.0,0,1.0,0.0
2016-07-02,0.0,21,11,24,10,16,11,7,2,2,0.0,3,0.0,1.0
2016-07-03,0.0,36,18,14,12,19,19,13,4,0,1.0,1,0.0,1.0
2016-07-04,1.0,19,14,15,12,16,12,8,2,1,0.0,1,2.0,0.0
2016-07-05,4.0,27,17,29,24,19,9,14,2,2,2.0,2,0.0,0.0
2016-07-06,0.0,34,17,18,22,15,6,14,3,2,2.0,6,0.0,0.0
2016-07-07,0.0,29,25,16,19,17,11,11,2,1,0.0,2,3.0,2.0
2016-07-08,0.0,28,28,14,9,11,11,13,3,0,2.0,0,0.0,0.0
2016-07-09,0.0,28,17,13,5,12,8,15,1,1,0.0,2,2.0,1.0
2016-07-10,0.0,26,18,27,12,19,9,7,1,2,3.0,2,2.0,0.0
2016-07-11,3.0,36,25,17,23,18,14,14,3,2,2.0,6,1.0,0.0
2016-07-12,1.0,27,20,18,11,20,7,16,2,0,1.0,1,1.0,5.0
2016-07-13,0.0,34,18,18,12,21,10,10,1,1,1.0,2,1.0,2.0
2016-07-14,1.0,30,21,9,17,27,12,9,1,1,2.0,2,2.0,3.0
2016-07-15,1.0,25,36,28,7,12,5,10,4,0,0.0,0,2.0,0.0
2016-07-16,1.0,36,19,8,13,16,16,11,3,0,2.0,2,1.0,0.0
2016-07-17,0.0,18,15,21,19,25,14,11,4,1,0.0,2,4.0,3.0
2016-07-18,0.0,24,23,9,13,24,10,9,3,3,2.0,2,0.0,0.0
2016-07-19,0.0,23,25,22,16,12,20,10,3,0,3.0,4,3.0,0.0
2016-07-20,0.0,36,25,23,26,17,11,15,1,1,0.0,4,3.0,0.0
2016-07-21,2.0,29,22,22,11,17,15,10,6,0,1.0,2,1.0,1.0
2016-07-22,1.0,23,27,20,24,17,8,15,0,1,0.0,1,1.0,0.0
2016-07-23,1.0,17,17,10,11,19,19,8,3,1,2.0,1,0.0,1.0
2016-07-24,0.0,19,16,13,19,13,16,14,2,4,2.0,5,1.0,0.0
2016-07-25,0.0,32,20,18,17,21,12,12,3,2,2.0,5,2.0,2.0
2016-07-26,0.0,30,22,15,17,18,18,11,1,2,1.0,0,3.0,0.0
2016-07-27,4.0,16,29,23,15,14,18,3,2,3,0.0,2,2.0,0.0
2016-07-28,1.0,26,18,27,13,21,18,8,1,1,3.0,4,0.0,1.0
2016-07-29,0.0,46,24,18,6,12,15,6,1,1,1.0,0,0.0,0.0
2016-07-30,1.0,33,16,9,17,22,9,9,4,2,0.0,1,2.0,0.0
2016-07-31,1.0,36,12,21,5,27,11,13,0,0,0.0,1,1.0,0.0
2016-08-01,0.0,38,19,20,17,20,13,14,0,1,0.0,3,1.0,0.0
2016-08-02,2.0,31,19,27,22,12,17,12,0,1,0.0,6,2.0,0.0
2016-08-03,0.0,40,13,19,13,15,10,9,3,3,1.0,4,1.0,2.0
2016-08-04,2.0,32,11,29,13,13,11,10,4,1,1.0,2,0.0,1.0
2016-08-05,1.0,39,21,16,11,25,12,15,0,2,1.0,4,0.0,0.0
2016-08-06,1.0,31,13,17,15,17,19,8,3,1,0.0,1,1.0,1.0
2016-08-07,2.0,27,17,30,15,18,11,22,0,1,1.0,1,2.0,2.0
2016-08-08,1.0,36,20,15,17,22,12,13,3,5,0.0,3,1.0,0.0
2016-08-09,0.0,28,13,20,13,24,11,14,0,0,0.0,1,1.0,1.0
2016-08-10,1.0,32,24,17,17,14,19,11,1,5,4.0,1,1.0,0.0
2016-08-11,1.0,27,13,13,9,25,8,17,4,6,0.0,1,1.0,0.0
2016-08-12,0.0,35,24,15,13,28,8,8,2,1,1.0,1,2.0,0.0
2016-08-13,0.0,28,23,16,22,32,10,18,4,0,2.0,3,1.0,1.0
2016-08-14,1.0,23,13,17,17,21,3,8,2,0,0.0,3,1.0,0.0
2016-08-15,1.0,23,18,18,11,20,24,10,5,1,0.0,3,0.0,1.0
